descripcion,categoria
HOSPITAL ANGELES MASTERCARD,Salud
SUBWAY MIRAFLORES,Alimentación
ANTICUCHOS DON JORGE OP558642,Alimentación
TRANSF A BEAT,Transporte
COMPRA INTL AMAZON PRIME VIDEO,Ocio
CLINICA SHAIO APROB209992,Salud
EPM VALPARAISO,Servicios
NRO OP 475588 EL CORRAL,Alimentación
WEB ADMINISTRACION CONJUNTO RESIDENCIAL,Vivienda
RETIRO LIBRERIA GANDHI,Educación
ONLINE CREPES WAFFLES,Alimentación
MERCADO LIBRE APROB811592,Compras
GASCO AUT732174,Servicios
COMPRA WEB MERCADO LIBRE,Compras
DAVIPLATA*MORENO,Alimentación
UBER TRIP AUT978265,Transporte
CARREFOUR*184058,Alimentación
COMPRA POS SEARS,Compras
PAGO ENTEL,Servicios
DAVIPLATA*ALFONSO 465723,Otros
COMPRA CRUZ DEL SUR TIJUANA,Transporte
OECHSLE LATAM,Compras
COMPRA INTL PAPA JOHNS,Alimentación
COMPRA POS GAS NATURAL,Servicios
TRANSF A COPA AIRLINES,Transporte
DEB MOVISTAR,Servicios
ANTICUCHOS DON JORGE LIMA,Alimentación
PLAZAS EXITO ROPA APROB938276,Compras
MODO*ROSALVA,Alimentación
LA POLAR APROB903125,Compras
NRO OP 052068 OECHSLE,Compras
DEBITO AUTOMATICO CENCOSUD,Compras
PLIN*JOSE MANUEL,Alimentación
COMPRA GYM SMARTFIT LAS CONDES,Ocio
COMPRA MERCADO LIBRE,Compras
GAS NATURAL*711695,Servicios
ONLINE LIBRERIA CRISOL,Educación
GYM SMARTFIT CL,Ocio
TRX ADIDAS STORE,Compras
STARBUCKS TARJETA 3211,Alimentación
DAVIPLATA*AMADOR,Alimentación
SANTA FE MALL MIRAFLORES,Compras
TAXI DATUM 26/03,Transporte
ONLINE YOUTUBE PREMIUM,Ocio
MASSIMO DUTTI MIRAFLORES,Compras
FALABELLA AUTORIZ 463458,Compras
JUAN VALDEZ APROB380631,Alimentación
SALCOBRAND REF014551,Salud
TRANSF A PANADERIA SAN JORGE,Alimentación
GASCO OP389982,Servicios
LATAM AILRINES TARJETA 3963,Transporte
BURGER KING TARJETA 6416,Alimentación
COMPRA PEAJE RUTAS DEL SOL,Transporte
MAKRO AUTORIZ 902809,Alimentación
FERIA DEL LIBRO TARJETA 0352,Ocio
NETFLIX.COM COD247204,Ocio
NETFLIX.COM MAY,Ocio
PAGO ONLINE CFE,Servicios
COD CLARO SHOP,Compras
NRO OP 223056 AGUAS ANDINAS,Servicios
CEVICHERIA EL RINCON TARJETA 4422,Alimentación
PEAJE RUTAS DEL SOL COD320617,Transporte
TWITCH 20/03,Ocio
DB PLAZA VEA,Alimentación
CARGO UBER EATS,Alimentación
COMPRA TC EDITORIIAL SANTILLANA,Educación
DEB PAGO PENSION UNIVERSIDAD,Educación
WEB TAXI DATUM,Transporte
ADIDAS STORE REF427647,Compras
POS CLINICA SHAIO,Salud
COMPRA INTL RIFA BENEFICA,Otros
OPPEL APROB032014,Compras
NEQUI*JAVIER,Alimentación
COD EDESUR,Servicios
APPLE.COM VITACURA,Compras
MUNDO MARINO OP102107,Ocio
METRO VISA,Alimentación
LIDER MIRAFLORES,Alimentación
LUZ DEL SUR OP214740,Servicios
DEBITO AUTOMATICO BAR EL BOTIJON,Ocio
MAKRO MIRAFLORES,Alimentación
LA POLAR PE,Compras
FARMACIAS DEL AHORRO MIRAFLORES,Salud
VEA SUPERMERCADO APROB981687,Alimentación
COMPRA TAXI DATUM MONTERREY,Transporte
MERCADO LIBRE AUTORIZ 350434,Compras
SCOOTER MOVO*061732,Transporte
JOCKEY PLAZA OCT,Compras
POS MOVISTAR,Servicios
COMPRA EDESUR ROSARIO,Servicios
CLINICA SANNA MIRAFLORES,Salud
SPORTLIFE GYM VISA,Ocio
SURA SEGUROS SAN ISIDRO,Servicios
PAGO SERV H&M,Compras
COMPRA TC DIDI FOOD,Alimentación
CARGO ML*COMPRA,Compras
TERPEL SAN ISIDRO,Transporte
OLIMPICA.COM,Alimentación
CFE APROB708132,Servicios
RETIRO CAJERO.COM,Otros
COTO LATAM,Alimentación
COMPRA INTL LIBRERIA GANDHI,Educación
WEBB LUZ DEL SUR,Servicios
ONLINE MERCADO LIBRE,Compras
PAGO FERRETERA EL TORNILLO,Vivienda
COMPRA TC CLINICA RICARDO PALMA,Salud
SORIANA OP166351,Alimentación
MAX.COM STORE,Ocio
REPSOL*573839,Transporte
DEBITO AUTOMATICO AJUSTE CONTABLE,Otros
MERCADO PAGO*LAURA,Otros
ONLINE CONSULTORIO DENTAL SONRIE,Salud
NRO OP 096510 ADIDAS STORE,Compras
FARMATODO PE,Salud
NRO OP 738516 COOMEVA EPS,Servicios
FALABELLA COD825570,Compras
PLIN*LEOPOLDO,Alimentación
LATAM AIRLINES.COM,Transporte
TOTTUS OP912313,Alimentación
ARA SAN ISIDRO,Alimentación
COMPRA WEB PETROPERU,Transporte
7 ELEVEN JUN,Alimentación
COMPRA CONCIERTO LIVE NATION TIJUANA,Ocio
DONACION ONG REF816323,Otros
PAGO REPSOL,Transporte
MASSIMO DUTTI STORE,Compras
METRO MASTERCARD,Alimentación
NRO OP 836259 CENTRO MEDICO SAN FELIPE,Salud
IN DRIVER AUTORIZ 169293,Transporte
PEMEX QR,Transporte
KFC #090762,Alimentación
DEBITO AUTOMATICO PERSONAL ARG,Servicios
PLIN*DALILA,Servicios
PAYLESS COD509199,Compras
YAPE*TEO,Servicios
PAGO ONLINE GIRO INTERNACIONAL,Otros
REF RIMAC SEGUROS,Servicios
COSTANERA CENTER AUT976575,Compras
PUMA ENERGY MASTERCARD,Transporte
NRO OP 509070 TOTTUS CHILE,Alimentación
PAGO HIPOTECARIO CORDOBA,Vivienda
DB RAPPI RESTAURANTE,Alimentación
ENVIO WESTERN UNION OP267409,Otros
ONLINE STARBUCKS,Alimentación
COMPRA POS IZZI TELECOM,Servicios
AUTOPISTA NORTE OP291973,Transporte
CARGO D1,Alimentación
PAYLESS QR,Compras
MERCADO PAGO*JOSE,Servicios
TRUPER FERRETERIA TARJETA 8708,Vivienda
INSTITUTO IDIOMAS*283666,Educación
COMPRA WEB IBERDROLA,Servicios
ARA OP120498,Alimentación
PRESTO LIMA,Alimentación
MERCADO SHOPS.COM,Compras
COMPRA POS CFE,Servicios
ANTICUCHOS DON JORGE VISA,Alimentación
PAGO ONLINE TIGO,Servicios
ENEX AUTORIZ 853243,Transporte
POLLERIA NORKYS AUT998801,Alimentación
COMPRA POS TELMEX INTERNET,Servicios
DUOLINGO PLUS TARJETA 3387,Educación
TRX CROSSFIT BOX,Ocio
REF ITUZAINGO PEAJE,Transporte
DEBB JUAN VALDEZ,Alimentación
EDENOR ENE,Servicios
GAS NATURAL STORE,Servicios
TRX OPTICA LA INES,Salud
AUTOPISTA NORTE 13AUG,Transporte
DIA TARJETA 8454,Alimentación
NRO OP 871410 PARQUE EXPLORA,Ocio
ONLINE PLATZI,Educación
RETIRO SORTEO LOTERIA,Otros
NRO OP 224412 BUS EJECUTIVO,Transporte
ITUZAINGO PEAJE #398180,Transporte
TRANSF A ADMINISRTACION EDIFICIO,Vivienda
DEBITO AUTOMATICO GAS NATURAL,Servicios
RIMAC SEGUROS VISA,Servicios
CARGO ICPNA,Educación
COMPRA TC ADIDAS STORE,Compras
GYM SMARTFIT OP452793,Ocio
APP ALIEXPRESS,Compras
DB UNIVERSIDAD ANDES,Educación
DB LABORATORIO ROE,Salud
TRANSANTIAGO AUT426361,Transporte
DEB UNIVERSIDAD PACIFICO,Educación
OXXO.COM,Alimentación
OXXO AUTORIZ 345231,Alimentación
YPF AUT036374,Transporte
COMPRA INTL ARA,Alimentación
CREDITO VIVIENDA AUTORIZ 532064,Vivienda
PAGO ONLINE DUOLINGO PLUS,Educación
PETROPERU CL,Transporte
ONLINE REPSOL,Transporte
NORKYS SAN ISIDRO,Alimentación
NRO OP 631809 CONCIERTO LIVE NATION,Ocio
TRANSMILENIO CONCEPCION,Transporte
LIBRERIA CRISOL AUT281055,Educación
POS DIDI,Transporte
DEPOSITO VARIOS NOV,Otros
DEBITO AUTOMATICO COPPEL,Compras
BUS EJECUTIVO OP573164,Transporte
BEAT MIRAFLORES,Transporte
NORKYS AUT010063,Alimentación
CREPES WAFFLES MASTERCARD,Alimentación
MAPFRE SEGUROS APROB292600,Servicios
OPTICA GMO VISA,Salud
PRIMAX AUTORIZ 178067,Transporte
DEBITO AUTOMATICO EDENOR,Servicios
IBERDROLA PERU,Servicios
APP ANALISIS CLINICOS UNIDOS,Salud
COD XBOX LIVE,Ocio
CONSULTORIO DENTAL SONRIE AGO,Salud
WALMART STORE,Alimentación
KFC DIC,Alimentación
COMPRA PRETSO,Alimentación
COMPRA POS PARQUE EXPLORA,Ocio
COD LUZ DEL SUR,Servicios
TRX CLINICA SANNA,Salud
COMPRA JOCKEY PLAZA CONCEPCION,Compras
ARA OP523451,Alimentación
COMPRA TC CHINA TOWN,Alimentación
ANTICUCHOS DON JORGE AUTORIZ 450481,Alimentación
PLAYCENTER OP016931,Ocio
DAVIPLATA*ROGELIO,Servicios
DEB METRO SANTIAGO,Transporte
ALIEXPRESS SAN ISIDRO,Compras
METRO COD423290,Alimentación
ALIEXPRESS 28-03-2025,Compras
COMPRA FARMACIA GUADALAJARA,Salud
TEATRO MUNICIPAL COD046469,Ocio
COMPRA VTR CHICLAYO,Servicios
TIGO AUTORIZ 195348,Servicios
AMZN MKTPLACE MASTERCARD,Compras
CLINICA RICARDO PALMA AUTORIZ 884443,Salud
COPEC*295280,Transporte
DOMINOS PIZZA VISA,Alimentación
LIBRERIA GANDHI*331619,Educación
PAGO SERV SAGA FALABELLA,Compras
D1 VITACURA,Alimentación
COTO MIRAFLORES,Alimentación
PLAZAS EXITO ROPA OCT,Compras
PAGO HIPOTECARIO CONCEPCION,Vivienda
FARMACIA SIMILARES MIRAFLORES,Salud
NRO OP 043453 PAPA JOHNS,Alimentación
REF INDRIVE,Transporte
COMISION MANTENIMIENTO CUENTA 15-06-2025,Servicios
CREDITO VIVIENDA LMIA,Vivienda
POS TRANSMILENIO,Transporte
SEDAPAL REF843600,Servicios
CLARO SHOP*405913,Compras
APP BUS EJECUTIVO,Transporte
SUBWAY 04/02,Alimentación
RETIRO BODYTECH GYM,Ocio
DEPOSITO VARIOS JUN,Otros
RETIRO SALCOBRAND,Salud
POS DISNEY PLUS,Ocio
PEAJE RUTAS DEL SOL OP805337,Transporte
EASY CONSTRUCCION LATAM,Vivienda
PAGO ONLINE TELCEL,Servicios
COPA AIRLINES MIRAFLORES,Transporte
PLAZA NORTE #192935,Compras
MIFARMA REF063542,Salud
COMPRA POS MASSIMO DUTTI,Compras
AMAZON OP913846,Compras
DOMINOS PIZZA MASTERCARD,Alimentación
CROSSFIT BOX AUTORIZ 850509,Ocio
LIBRERIA GANDHI AGO,Educación
NORKYS #610684,Alimentación
MANTENIMIENTO TARJETA MIRAFLORES,Servicios
AVANTEL SAN ISIDRO,Servicios
LA REBAJA VIRTUAL COLOMBIA,Salud
JOCKEY PLAZA SAN ISIDRO,Compras
POS REPSOL,Transporte
HOSPITAL ANGELES COD724808,Salud
COMPRA PULL BEAR MIRAFLORES,Compras
EDENOR LIMA,Servicios
CROSSFIT BOX SURCO,Ocio
DEBITO AUTOMATICO PARQUE DE LAS LEYENDAS,Ocio
CREDITO VIVIENDA.COM,Vivienda
PAGO SERV LIDER,Alimentación
SPORTLIFE GYM SEP,Ocio
POS LVIERPOOL,Compras
AVIANCA VISA,Transporte
PAYLESS.COM,Compras
COMPRA INTL LIDER,Alimentación
MIFARMA AUTORIZ 876596,Salud
PAGO SERV PAGO A TERCEROS,Otros
PAGO FALABELLA,Compras
REF REPSOL,Transporte
PLAZA NORTE MX,Compras
DB SANTA ISABEL,Alimentación
ALIEXPRESS APROB197932,Compras
COMPRA INTL H&M,Compras
CARGO DUNKIN,Alimentación
MAESTRO HOME CENTER MX,Vivienda
PRIMXA TARJETA 5371,Transporte
JUMBO PE,Alimentación
CARGO PARDOS CHICKEN,Alimentación
COMPRA POS OPTICA LA INES,Salud
PAYLESS VISA,Compras
NEQUI*ISABEL 726429,Servicios
TEMU TARJETA 2574,Compras
UBER TRIP*474679,Transporte
DIDI TARJETA 2266,Transporte
DEBITO AUTOMATICO ENEX,Transporte
BERSHKA APROB574632,Compras
CLARO INTERNET #284946,Servicios
WEB WOM,Servicios
COSTANERA CENTER COD759753,Compras
PAGO SERV AMAZON,Compras
PULL BEAR OP134026,Compras
APP EPM,Servicios
TRX TELCEL,Servicios
NEQUI*AMÍLCAR,Alimentación
CARGO PAGO PENSION COLEGIO,Educación
ADMINISTRACION CONJUNTO RESIDENCIAL*090665,Vivienda
FARMATODO.COM,Salud
CRUZ VERDE REF273408,Salud
DEB COURSERA,Educación
COMISION INTERBANCARIA QR,Servicios
AMAZON PRIME VIDEO MASTERCARD,Ocio
CARULLA TARJETA 0825,Alimentación
COMPRA POS MANTTO CONJUNTO,Vivienda
COMPRA DONACION ONG,Otros
PAGO OPTICA GMO,Salud
POS LIDER,Alimentación
INMOBILIARIA CENTURY21 LATAM,Vivienda
COMPRA INTL PARKING PLUS,Transporte
MOVISTAR.COM,Servicios
WEB ALLIANZ SEGUROS,Servicios
COMPRA WEB EDITORIAL SANTILLANA,Educación
WOM QR,Servicios
DB METRO DE LIMA,Transporte
COMPRA TC NETFLIX.COM,Ocio
NRO OP 100214 RIPLEY,Compras
APP DOMINOS PIZZA,Alimentación
COMPRA BEAT,Transporte
MODO*PÍA,Alimentación
WEB AMAZON PRIME VIDEO,Ocio
TOTTUS CHILE COD551568,Alimentación
DEB BEAT,Transporte
COPEC OP023165,Transporte
PAGO IZZI TELECOM,Servicios
COMPRA POS AEROMEXICO,Transporte
SEARS AUTORIZ 080891,Compras
KFC TARJETA 1357,Alimentación
COMPRA TC LA POSITIVA SEGUROS,Servicios
TRANSF A BAR EL BOTIJON,Ocio
APP GYM SMARTFIT,Ocio
CRISTAL STORE,Alimentación
COMPRA POS DOMINOS PIZZA,Alimentación
REF GAS NATURAL,Servicios
ENEL REF541297,Servicios
TRANSF A ARA,Alimentación
SPOTIFY AUT075932,Ocio
PAGO SERV AT&T MEXICO,Servicios
COD SCOOTER MOVO,Transporte
COMPRA PARQUE ARAUCO SAN ISIDRO,Compras
COMPRA PAGO CERTIFICACION MENDOZA,Educación
EL CORRAL REF551599,Alimentación
ALLIANZ SEGUROS LIMA,Servicios
DEB PAGO HIPOTECARIO,Vivienda
GAS NATURAL OP647693,Servicios
CLINICA RICARDO PALMA TARJETA 7873,Salud
CUOTA CONDOMINIO APROB054654,Vivienda
UBER TRIP MIRAFLORES,Transporte
LATAM AIRLINES #239720,Transporte
DEBITO AUTOMATICO PAPA JOHNS,Alimentación
TRANSF A DISNEY PLUS,Ocio
SEARS MIRAFLORES,Compras
DUOLINGO PLUS AUT167565,Educación
BODYTECH GY*M962427,Ocio
NINTENDO ESHOP APROB286306,Ocio
MANTTO CONJUNTO MAR,Vivienda
SEGUROS BOLIVAR SAN ISIDRO,Servicios
NRO OP 451557 RAPPI RESTAURANTE,Alimentación
NRO OP 813523 SHELL,Transporte
TRANSF A METRO CDMX,Transporte
POS PERSONAL ARG,Servicios
ALQUILER DEPARTAMENTO SAN ISIDRO,Vivienda
POS CARULLA,Alimentación
XBOX LIVE*804752,Ocio
PEAJE RUTA AUTORIZ 196554,Transporte
PARKING PLUS QR,Transporte
COMPRA INTL LA REBAJA VIRTUAL,Salud
FALABELLA FEB,Compras
MAKRO 07/04/25,Alimentación
DB COMISION INTERBANCARIA,Servicios
PORTES BANCARIOS LIMA,Servicios
COMPRA WEB ESTACIONAMIENTO,Transporte
COD CRUZ DEL SUR,Transporte
RETIRO CINEPOLIS,Ocio
AGUAS ANDINAS*480415,Servicios
RETIRO PEDIDOSYA,Alimentación
PAGO AMAZON PRIME VIDEO,Ocio
METRO CDMX OP313894,Transporte
CLARO SHOP OP842580,Compras
UDEMY MIRAFLORES,Educación
MOVISTAR FIBRA VISA,Servicios
COMPRA POS OPTICA GMO,Salud
REPSOL TARJETA 1308,Transporte
BODYTECH GYM MASTERCARD,Ocio
DAVIPLATA*REYES,Alimentación
PAGO PENSION COLEGIO MIRAFLORES,Educación
IN DRIVER OP484991,Transporte
CHINA WOK APROB263254,Alimentación
ONLINE ENVIO WESTERN UNION,Otros
PERSONAL ARG MEXICO,Servicios
DB ADMINISTRACION EDIFICIO,Vivienda
LA POLAR TARJETA 9163,Compras
SHEIN AUTORIZ 792842,Compras
SANTA FE MALL AUT916163,Compras
CARGO SCOOTER MOVO,Transporte
NEQUI*BRUNILDA,Alimentación
BURGER KING MASTERCARD,Alimentación
CRUZ VERDE OCT,Salud
WEB JOCKEY PLAZA,Compras
DEBITO AUTOMATICO PLAZA VEA,Alimentación
METRO CDMX QR,Transporte
PAGO SERV MASSIMO DUTTI,Compras
FARMACIA SIMILARES QR,Salud
MOVISTAR FIBRA QR,Servicios
CARGO TEATRO MUNICIPAL,Ocio
DEBITO AUTOMATICO FALABELLA,Compras
RETIRO BITEL,Servicios
PLIN*AMANDO,Alimentación
COMPRA ESTACIONAMIENTO,Transporte
EDESUR SAN ISIDRO,Servicios
DOMINOS PIZZA PERU,Alimentación
PEAJE RUTAS DEL SOL COD912454,Transporte
YAPE*MARÍA DOLORES 616192,Servicios
IZZI TELECOM MIRAFLORES,Servicios
VIVANDA AUTORIZ 401949,Alimentación
TECNOLOGICO DE MONTERREY NOV,Educación
NRO OP 629265 ADMINISTRACION EDIFICIO,Vivienda
PLAZA NORTE AUTORIZ 375350,Compras
ML*COMPRA*758498,Compras
COMPRA TC AT&T MEXICO,Servicios
MANTENIMIENTO TARJETA AUTORIZ 891719,Servicios
COMPRA TC MAESTRO HOME CENTER,Vivienda
MAESTRO HOME CENTER MASTERCARD,Vivienda
COMPRA POS MAESTRO HOME CENTER,Vivienda
TIGO LATAM,Servicios
TICKETMASTER AUTORIZ 085463,Ocio
COPEC LATAM,Transporte
DEBITO AUTOMATICO COMISION INTERBANCARIA,Servicios
COMPRA WEB MOVISTAR,Servicios
COMPRA SAGA FALABELLA,Compras
UBER TRIP APROB911440,Transporte
COMPRA INTL WOM FIBRA,Servicios
FARMACIA BENAVIDES LATAM,Salud
CFE OP224923,Servicios
COMPRA POS CRUZ VERDE,Salud
EDENOR NOV,Servicios
DEB EDITORIAL SANTILLANA,Educación
CLARO.COM,Servicios
COMPRA WEB BEAT,Transporte
POS LABORATORIO CLINICO ROCHE,Salud
WEB MANTTO CONJUNTO,Vivienda
AJUSTE CONTABLE VALPARAISO,Otros
TRANSF A FARMATODO,Salud
RAPPI RESTAURANTE LIMA,Alimentación
CLINICA SHAIO AREQUIPA,Salud
DB PAGO HIPOTECARIO,Vivienda
DIA TARJETA 5478,Alimentación
NRO OP 716530 FARMACIA INKAFARMA,Salud
PAGO ARRIENDO*847123,Vivienda
COMPRA WEB SWISS MEDICAL,Servicios
ONLINE EDESUR,Servicios
LABORATORIO CLINICO ROCHE 25JUN,Salud
ENEX APROB810476,Transporte
TRX UNIMARC,Alimentación
CHINA WOK 16-11-2024,Alimentación
PUMA ENERGY AUTORIZ 535333,Transporte
DEBITO AUTOMATICO NIKE STORE,Compras
PAGO DEEZER,Ocio
COMPRA WEB AT&T MEXICO,Servicios
TRANSF A HOSPITAL ITALIANO,Salud
NRO OP 246080 GASCO,Servicios
COMPRA IN DRIVER LA PLATA,Transporte
PAGO ONLINE PLAZA NORTE,Compras
DEBITO AUTOMATICO EASY CONSTRUCCION,Vivienda
TRX OECHSLE,Compras
ESTACIONAMIENTO OP163821,Transporte
WALMART AUTORIZ 329279,Alimentación
APP CLINICA SANNA,Salud
RETIRO LIVERPOOL,Compras
DEB INDRIVE,Transporte
METRO DE LIMA VISA,Transporte
FARMACIA GUADALAJARA.COM,Salud
COSTANERA CENTER*034689,Compras
DEBITO AUTOMATICO SEARS,Compras
CROSSFIT BOX 10MAY,Ocio
DEB YPF,Transporte
IN DRIVER TARJETA 5404,Transporte
COMPRA POS SHELL,Transporte
TRANSANTIAGO #127780,Transporte
APP PAGO MATRICULA,Educación
TELCEL APROB299515,Servicios
PAGO SERV KARAOKE BOX,Ocio
BUS EJECUTIVO OP545564,Transporte
CREPES WAFFLES SAN ISIDRO,Alimentación
RIMAX MASTERCARD,Transporte
MIFARMA LAS CONDES,Salud
PAGO ONLINE CARREFOUR,Alimentación
PAGO VARIOS SAN ISIDRO,Otros
CARGO UBER TRIP,Transporte
SANTA FE MALL*640099,Compras
TICKETMASTER LATAM,Ocio
RETIRO SEGUROS BOLIVAR,Servicios
CARGO TRANSMILENIO,Transporte
PARQUE ARAUCO COD736710,Compras
NORKYS CABA,Alimentación
AMZN MKTPLACE*421227,Compras
DB WONG,Alimentación
PAGO BEAT,Transporte
SORTEO LOTERIA LIMA,Otros
BATA LIMA,Compras
COMPRA ADMINISTRACION CONJUNTO RESIDENCIAL SANTIAGO,Vivienda
TRANSF A EBY,Compras
LIDER LA PLATA,Alimentación
RETIRO MERCADO SHOPS,Compras
PRESTO BOGOTA,Alimentación
JUMBO MASTERCARD,Alimentación
BAR EL BOTIJON MAY,Ocio
MANTENIMIENTO TARJETA MASTERCARD,Servicios
CRUZ DEL SUR COD607004,Transporte
COMPRA TC HOSPITAL ANGELES,Salud
COURSERA REF898410,Educación
MAX.COM REF197746,Ocio
PRIMAX VISA,Transporte
METRO CDMX REF661690,Transporte
DONACION ONG.COM,Otros
BERSHKA 01/03,Compras
OECHSLE STORE,Compras
NEQUI*CARMINA,Alimentación
PLIN*JEREMÍAS 772303,Otros
NIKE STORE SEP,Compras
METRO REF851819,Alimentación
TRX CFE,Servicios
AEROMEXICO #952428,Transporte
COMPRA LIVERPOOL,Compras
PLAZA VEA SHOP MIRAFLORES,Compras
TRUPER FERRETERIA MIRAFLORES,Vivienda
TRX FARMACIAS DEL AHORRO,Salud
PAGO ARRIENDO COD752916,Vivienda
PAGO PETROPERU,Transporte
MUSEO INTERACTIVO AUTORIZ 558124,Ocio
CRUZ VERDE STORE,Salud
TEATRO MUNICIPAL MIRAFLORES,Ocio
RETIRO HOSPITAL ANGELES,Salud
NRO OP 108652 PROMART HOME CENTER,Vivienda
TWITCH REF073670,Ocio
OECHSLE COD595099,Compras
PAGO HIPOTECARIO LATAM,Vivienda
COMPRA PLAZA VESTIR CHICLAYO,Compras
ZARA AUT661335,Compras
MAX.COM LATAM,Ocio
EPM AR,Servicios
PLAZAS EXITO ROPA STORE,Compras
PAGO ONLINE NIKE STORE,Compras
PARQUE ARAUCO POLANCO,Compras
COMISION MANTENIMIENTO CUENTA ENE,Servicios
TRX CLARO SHOP,Compras
PAGO MAKRO,Alimentación
PAGO SERV ITUZAINGO PEAJE,Transporte
DIDI FOOD AUTORIZ 482060,Alimentación
AMZN MKTPLACE LATAM,Compras
MERCADO SHOPS REF603285,Compras
MODO*SIMÓN,Alimentación
COMPRA INTL CHEDRAUI,Alimentación
LIDER AUTORIZ 177423,Alimentación
PAGO SERV PANADERIA SAN JORGE,Alimentación
APPLE.COM APROB643588,Compras
COMPRA INMOBILIARIA CENTURY21 ENVIGADO,Vivienda
DB SPORTLIFE GYM,Ocio
FERIA DEL LIBRO OP629773,Ocio
WEB XBOX LIVE,Ocio
D1.COM,Alimentación
FARMACIA INKAFARMA ENE,Salud
COMPRA ADIDAS STORE VITACURA,Compras
CINEPLANET.COM,Ocio
NRO OP 946657 PAGO PENSION UNIVERSIDAD,Educación
COPPEL.COM,Compras
AUTOPISTA NORTE*592603,Transporte
NRO OP 819368 REPSOL,Transporte
RIPLEY MASTERCARD,Compras
SHELL #629086,Transporte
ENTEL 11JAN,Servicios
COMPRA WEB H&M,Compras
COMPRA LATAM AIRLINES LAS CONDES,Transporte
TRANSFERENCIA VARIOS LATAM,Otros
ESTACIONAMIENTO DIC,Transporte
JUMBO LIMA,Alimentación
COMPRA POS MERCADO SHOPS,Compras
PAYLESS*247843,Compras
STARBUCKS QR,Alimentación
PLAZA VESTIR SEP,Compras
IZZI TELECOM AUT889793,Servicios
COMPRA INTL PORTES BANCARIOS,Servicios
YOUTUBE PREMIUM MIRAFLOERS,Ocio
DEBITO AUTOMATICO LABORATORIO CLINICO ROCHE,Salud
PEMEX NOV,Transporte
PAGO SERV METRO DE LIMA,Transporte
LA POSITIVA SEGUROS REF174814,Servicios
POS DISCO,Alimentación
POS ALIEXPRESS,Compras
SHEIN MIRAFLORES,Compras
JOCKEY PLAZA LIMA,Compras
COMPRA WEB LA POLAR,Compras
RETIRO PANADERIA SAN JORGE,Alimentación
ONLINE DEEZER,Ocio
COPMRA WEB ENVIO WESTERN UNION,Otros
RETIRO EDESUR,Servicios
COMPRA COSTANERA CENTER,Compras
APP OXXO,Alimentación
PALACIO DE HIERRO OP118292,Compras
CARGO CINE COLOMBIA,Ocio
BITEL AUTORIZ 533739,Servicios
CARREFOUR REF978256,Alimentación
CROSSFIT BOX MY,Ocio
RIFA BENEFICA 21/02,Otros
SALCOBRAND AUT889039,Salud
TOTTUS CHILE SEP,Alimentación
TRANSF A UBER TRIP,Transporte
CARGO DISCOTECA CLUB,Ocio
PLAYCENTER*703095,Ocio
COMPRA POS DUOLINGO PLUS,Educación
PULL BEAR CO,Compras
PETROPERU AUTORIZ 892107,Transporte
GYM SMARTFIT MIRAFLORES,Ocio
AMAZON REF081195,Compras
RIFA BENEFICA STORE,Otros
PLAZA NORTE 27/04/24,Compras
PORTES BANCARIOS AUT308215,Servicios
PEMEX TARJETA 2093,Transporte
BURGER KING VISA,Alimentación
LA POLAR COD829950,Compras
LA POSITIVA SEGUROS AUT376005,Servicios
COMPRA WEB OPTIC GMO,Salud
COMPRA SODIMAC CONSTRUCCION CARTAGENA,Vivienda
PUMA ENERGY CHAPINERO,Transporte
COMPRA WEB LABORATORIO ROE,Salud
COMPRA AMZN MKTPLACE MAR DEL PLATA,Compras
TRANSF A CHEDRAUI,Alimentación
PRIMAX AR,Transporte
COMPRA AEROMEXICO CHICLAYO,Transporte
CARGO PAGO PENSION UNIVERSIDAD,Educación
DISCOTECA CLUB APROB987741,Ocio
BERSHKA LIMA,Compras
AMAZON BOGOTA,Compras
PAGO DEPOSITO VARIOS,Otros
TRX DEPOSITO VARIOS,Otros
PAGO AMZN MKTPLACE,Compras
POS MAESTRO HOME CENTER,Vivienda
POS UNIMARC,Alimentación
COMPRA POS FRISBY,Alimentación
TRANSF A COSTANERA CENTER,Compras
COMPRA METRO SANTIAGO,Transporte
TRX HOMECENTER,Vivienda
SHEIN APROB722851,Compras
APP ADIDAS STORE,Compras
COMPRA TC PLAZA VESTIR,Compras
DB TICKETMASTER,Ocio
JUAN VALDEZ STORE,Alimentación
PAGO ADMINISTRACION EDIFICIO,Vivienda
COMPRA TC FALABELLA,Compras
TRX LA POSITIVA SEGUROS,Servicios
TRANSF A DISCO,Alimentación
BUS EJECUTIVO #077409,Transporte
FARMACIA INKAFARMA COD823555,Salud
PLAZA NORTE AGO,Compras
COD MANTENIMIENTO TARJETA,Servicios
DB PLAZA VEA SHOP,Compras
ONLINE H&M,Compras
UNIMARC APROB395503,Alimentación
COMPRA WEB PORTES BANCARIOS,Servicios
SANCOR SEGUROS QR,Servicios
BOLETERIA JOINNUS REF736338,Ocio
COMPRA CREDITO VIVIENDA CHAPINERO,Vivienda
GASCO PUEBLA,Servicios
SPORTLIFE GYM PERU,Ocio
REF LA POSITIVA SEGUROS,Servicios
NRO OP 960948 AVANTEL,Servicios
CEVICHERIA EL RINCON*435722,Alimentación
CARGO FRISBY,Alimentación
HOMECENTER VISA,Vivienda
DB CHINA TOWN,Alimentación
NINTENDO ESHOP APROB186634,Ocio
